study_name,specification_name,specification_type,variable_name,correlation,current_accuracy,std_ratio,Glass_delta,n_points,human_std
idea evaluation,persona_summary_include_reasoning_temperature_zero_2025-08-21,persona_summary_include_reasoning_temperature_zero,rating13,0.22343119710984496,0.7461669505962522,0.7567551108068443,0.21121754115221306,1174,0.02918542027088895
recommendation systems,empty_persona_2025-07-22,empty_persona,strategization_type2_Netflix,0.22343077095913677,0.4107142857142857,0.6464841159719297,1.2727707394465262,392,0.050507627227610534
idea evaluation,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,rating6,0.22315986422384657,0.7468057921635434,0.7564466115584485,0.21771988929224972,1174,0.02918542027088895
hiring algorithms,include_reasoning_temperature_zero_2025-08-20,include_reasoning_temperature_zero,job3_item2,0.22300140596745346,0.7574240907574241,0.7608244722243881,0.4063224183492211,999,0.03163859985841663
idea evaluation,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,rating12,0.2226341089315859,0.7485093696763203,0.7640313593113309,0.20706828176162,1174,0.02918542027088895
recommendation systems,empty_persona_temperature_zero_2025-08-18,empty_persona_temperature_zero,pref_control_TikTok,0.2225395565888091,0.608974358974359,0.376328572156711,1.7388748645438912,234,0.06537204504606134
hiring algorithms,GPT5_2025-08-11,GPT5,Q10,0.22245693710608988,0.6811811811811812,0.8237223073611377,0.19418554396998886,999,0.03163859985841663
idea evaluation,deepseek_2025-08-25,deepseek,rating18,0.22243384413164474,0.7350936967632027,0.8148363060141808,0.06018260853535835,1174,0.02918542027088895
Preferences for redistribution,persona_summary_2025-08-01,persona_summary,Fairness,0.22204233752444075,0.6411815812337098,1.1742545273751217,0.06556388248266379,1151,0.029475578546806908
Preferences for redistribution,persona_summary_temperature_zero_2025-08-17,persona_summary_temperature_zero,Fairness,0.22198084480788746,0.6320590790616856,1.1962108825287896,0.06673466609842543,1151,0.029475578546806908
idea evaluation,include_reasoning_temperature_zero_2025-08-20,include_reasoning_temperature_zero,rating13,0.22194848201650214,0.7455281090289608,0.7869764529176437,0.07110990552124472,1174,0.02918542027088895
hiring algorithms,gemini_2025-08-27,gemini,Q15,0.22189923804063622,0.8040540540540541,0.6232324547729605,0.510883379236192,999,0.03163859985841663
infotainment news sharing,GPT5_2025-08-11,GPT5,Profile1,0.2214348843644228,0.8300000000000001,0.4361296882811236,0.23633801640586063,300,0.05773502691896257
Defaults,empty_persona_2025-07-22,empty_persona,target_behavior_green,0.22083353263851987,0.61,1.000355887728692,0.05336298767720562,600,0.040824829046386304
Affective Primes,empty_persona_temperature_zero_2025-08-18,empty_persona_temperature_zero,gratitude_manipulation_check,0.22034239572581077,0.790573053368329,0.5732085533481229,0.2615544966546945,508,0.04436782547080569
quantitative intuition,GPT5_2025-08-11,GPT5,I_org_mean,0.22005365004183305,0.9047619047619048,0.5157998952230903,0.10882640553777734,1323,0.02749286996141075
idea evaluation,temperature_zero_2025-07-31,temperature_zero,rating5,0.22003275272268283,0.7566013628620102,0.7109486913290971,0.06459790748168535,1174,0.02918542027088895
idea evaluation,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,rating8,0.21998816825121095,0.7323253833049403,0.7833112011752432,0.2234184022576216,1174,0.02918542027088895
idea evaluation,deepseek_2025-08-25,deepseek,rating6,0.219764096513547,0.735519591141397,0.8663495464731045,0.08566028431170453,1174,0.02918542027088895
hiring algorithms,full_persona_without_reasoning_2025-07-03,full_persona_without_reasoning,job4_item1,0.21960843116576562,0.7350684017350684,0.6859886672764071,0.2567196605604909,999,0.03163859985841663
idea evaluation,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,rating10,0.21937380441608517,0.7429727427597956,0.7495541282718994,0.24755951070120283,1174,0.02918542027088895
infotainment news sharing,full_persona_without_reasoning_2025-06-20,full_persona_without_reasoning,Profile5,0.2193576383564909,0.7490476190476191,0.3697869830689327,0.39193582605359456,300,0.05773502691896257
idea evaluation,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,rating14,0.21889002556516016,0.7442504258943782,0.7643914151150645,0.2516279958214059,1174,0.02918542027088895
hiring algorithms,temperature_zero_2025-07-31,temperature_zero,job4_item2,0.21870287580910408,0.7095428762095428,0.5771127347700521,0.7648444826946034,999,0.03163859985841663
idea evaluation,persona_summary_2025-08-01,persona_summary,rating2,0.21869713454102355,0.750212947189097,0.7070714837228279,0.09586056855841961,1174,0.02918542027088895
idea evaluation,demographics_only_2025-07-31,demographics_only,rating18,0.21861330677657828,0.7433986371379897,0.680006499376728,0.14485813914906073,1174,0.02918542027088895
infotainment news sharing,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,Profile1,0.21836574316445762,0.8261904761904761,0.27569172961888394,0.14591303621579213,300,0.05773502691896257
hiring algorithms,GPT5_2025-08-11,GPT5,job4_item1,0.2182946261988009,0.7379045712379046,0.9104994720803448,0.021485121806564637,999,0.03163859985841663
hiring algorithms,full_persona_without_reasoning_2025-07-03,full_persona_without_reasoning,job3_item2,0.2182535542845859,0.7630964297630964,0.7077856748962198,0.3761312789053162,999,0.03163859985841663
Targeting fairness,temperature_zero_2025-07-31,temperature_zero,fair1,0.21810322242608268,0.8042717086834734,0.3605928858264368,0.0013491259954931147,357,0.05292561240249631
infotainment news sharing,persona_summary_include_reasoning_temperature_zero_2025-08-21,persona_summary_include_reasoning_temperature_zero,Profile16,0.2180932645033797,0.7519047619047619,0.4884246294035999,0.40250757760123046,300,0.05773502691896257
recommendation systems,demographics_only_temperature_zero_2025-08-18,demographics_only_temperature_zero,usage_TikTok,0.21777562744937795,0.4487179487179487,1.0054554125056967,2.0462662563447944,234,0.06537204504606134
Preferences for redistribution,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,Trust,0.21777558963215876,0.6269363166953528,1.2587440090626978,0.1989513399076535,1162,0.02933573244244288
idea evaluation,persona_summary_include_reasoning_temperature_zero_2025-08-21,persona_summary_include_reasoning_temperature_zero,rating7,0.21767939248916734,0.7391396933560477,0.7996036043342056,0.19623036824288448,1174,0.02918542027088895
Obedient twins,demographics_only_2025-07-31,demographics_only,task 2 - S1,0.21760342823453,0.8281718281718282,0.4213255136357433,0.4004401129001843,1001,0.0316069770620507
hiring algorithms,persona_summary_temperature_zero_2025-08-17,persona_summary_temperature_zero,job1_item3,0.21746329428874608,0.833667000333667,0.3639861737181763,0.0560393024276042,999,0.03163859985841663
hiring algorithms,include_reasoning_temperature_zero_2025-08-20,include_reasoning_temperature_zero,job1_item1,0.2172559486966199,0.746413079746413,0.2566282406577168,0.5098273970548582,999,0.03163859985841663
hiring algorithms,deepseek_2025-08-25,deepseek,Q13,0.216711578799446,0.772022022022022,0.7391534355136904,0.11075111619060257,999,0.03163859985841663
quantitative intuition,GPT5_2025-08-11,GPT5,Q_org_mean,0.21634192685525078,0.847667638483965,0.5379820529706244,0.5649793190119637,1323,0.02749286996141075
hiring algorithms,persona_summary_temperature_zero_2025-08-17,persona_summary_temperature_zero,job1_item7,0.2163324742888421,0.8293293293293293,0.40812391069219545,0.22055992590958062,999,0.03163859985841663
idea evaluation,persona_summary_2025-08-01,persona_summary,rating8,0.21613957042113896,0.7414821124361158,0.7173555023317557,0.13920149673372076,1174,0.02918542027088895
infotainment news sharing,persona_summary_temperature_zero_2025-08-17,persona_summary_temperature_zero,Profile11,0.21599843921029643,0.7542857142857142,0.46132888299139646,0.15504131536834723,300,0.05773502691896257
idea evaluation,gemini_2025-08-27,gemini,rating13,0.21597743682489903,0.7563884156729132,0.5964883751122837,0.33513183196151114,1174,0.02918542027088895
quantitative intuition,persona_summary_include_reasoning_temperature_zero_2025-08-21,persona_summary_include_reasoning_temperature_zero,Q_org_mean,0.21586366608715027,0.8318756073858115,0.7272552172733611,0.6851698019317961,1323,0.02749286996141075
recommendation systems,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,usage_TikTok,0.21583085522603074,0.42307692307692313,0.9469277893597073,2.16953530793183,234,0.06537204504606134
infotainment news sharing,gemini_2025-08-27,gemini,Profile2,0.21564134531806384,0.7185714285714286,0.39726752019529366,0.679640688042193,300,0.05773502691896257
infotainment news sharing,gemini_2025-08-27,gemini,Profile17,0.21537107741444889,0.7076190476190476,0.48884113712158195,1.0450764386933322,300,0.05773502691896257
recommendation systems,empty_persona_temperature_zero_2025-08-18,empty_persona_temperature_zero,strategization_type2_TikTok,0.21493173840527308,0.5512820512820513,0.40457738993933884,0.8975670439947498,234,0.06537204504606134
recommendation systems,full_persona_without_reasoning_2025-07-22,full_persona_without_reasoning,strategization_type2_TikTok,0.21493173840527266,0.5512820512820513,0.4045773899393388,0.8975670439947498,234,0.06537204504606134
idea evaluation,temperature_zero_2025-07-31,temperature_zero,rating4,0.2147363148683713,0.7574531516183987,0.6691857517952063,0.0021666546665092094,1174,0.02918542027088895
infotainment news sharing,persona_summary_include_reasoning_temperature_zero_2025-08-21,persona_summary_include_reasoning_temperature_zero,Profile10,0.2145511391072836,0.7214285714285714,0.612128568344531,0.8205307663664215,300,0.05773502691896257
infotainment news sharing,full_persona_without_reasoning_2025-06-20,full_persona_without_reasoning,Profile16,0.21433099871267514,0.7395238095238095,0.5055064399411681,0.4734340229935177,300,0.05773502691896257
Junk Fees,demographics_only_2025-07-31,demographics_only,fairness_average,0.21410726727168672,0.8280555555555555,0.5639271757114926,0.015477541281533289,400,0.05
Preferences for redistribution,persona_summary_2025-08-01,persona_summary,Trust,0.21398346844177596,0.6191910499139415,1.2947681370299335,0.09064646847863504,1162,0.02933573244244288
infotainment news sharing,persona_summary_2025-08-01,persona_summary,Profile3,0.21388718187569833,0.8133333333333334,0.45743402933280597,0.0606365071454394,300,0.05773502691896257
hiring algorithms,persona_summary_temperature_zero_2025-08-17,persona_summary_temperature_zero,job4_item2,0.21326461938898952,0.696363029696363,0.6188859522604264,0.8175709879898517,999,0.03163859985841663
idea evaluation,demographics_only_2025-07-31,demographics_only,rating13,0.21324737956437545,0.7491482112436116,0.6849298499926193,0.11687370610422439,1174,0.02918542027088895
idea evaluation,persona_summary_2025-08-01,persona_summary,rating12,0.21304120668154514,0.7555366269165247,0.6849591665934074,0.06782027346896279,1174,0.02918542027088895
Story Beliefs,deepseek_2025-08-25,deepseek,Achap2_aro,0.2124909858539127,0.8260996015936255,0.49180046056586785,0.3788064645484947,251,0.06311944030978031
infotainment news sharing,GPT5_2025-08-11,GPT5,Profile3,0.2121410960916034,0.7085714285714286,0.6647898854057975,0.9661416805173335,300,0.05773502691896257
Accuracy Nudge,temperature_zero_2025-07-31,temperature_zero,Real6_3,0.21172773909372805,0.6883349950149551,0.6087823097149173,0.5666446325401606,1003,0.03157544889753363
hiring algorithms,persona_summary_temperature_zero_2025-08-17,persona_summary_temperature_zero,Q13,0.21128215760761193,0.7732732732732732,0.7631124164003904,0.0018613632973212182,999,0.03163859985841663
hiring algorithms,persona_summary_temperature_zero_2025-08-17,persona_summary_temperature_zero,job1_item6,0.2112463878616756,0.8228228228228228,0.43327553778620376,0.4042425941992758,999,0.03163859985841663
hiring algorithms,GPT5_2025-08-11,GPT5,job4_item2,0.21124126051526762,0.7747747747747747,0.7397446761425527,0.0024812473080116342,999,0.03163859985841663
idea evaluation,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,rating18,0.21111941218354993,0.7359454855195912,0.7598798521161655,0.2519271985201055,1174,0.02918542027088895
Junk Fees,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,fairness_average,0.21111658606489575,0.8171527777777777,0.6773470188571963,0.2648005432297125,400,0.05
infotainment news sharing,with_reasoning_2025-08-01,with_reasoning,Profile7,0.21111348032971317,0.800952380952381,0.2996368672267155,0.2600061717089405,300,0.05773502691896257
Preferences for redistribution,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,Fairness,0.21106797985692718,0.6272806255430061,1.189173857579048,0.007024701694571067,1151,0.029475578546806908
Preferences for redistribution,persona_summary_include_reasoning_temperature_zero_2025-08-21,persona_summary_include_reasoning_temperature_zero,Trust,0.2108364522720084,0.6166092943201377,1.2732354815446325,0.2224958771748317,1162,0.02933573244244288
Accuracy Nudge,include_reasoning_temperature_zero_2025-08-20,include_reasoning_temperature_zero,Real8_3,0.21080146907834094,0.7010967098703889,0.7115400299360527,0.16025455991342238,1003,0.03157544889753363
quantitative intuition,temperature_zero_2025-07-31,temperature_zero,I_org_mean,0.21079178999039416,0.8959015705047451,0.5603395317644284,0.43772398671861823,1323,0.02749286996141075
idea evaluation,include_reasoning_temperature_zero_2025-08-20,include_reasoning_temperature_zero,rating2,0.2106612657089316,0.7380749574105622,0.8110747800790307,0.120713308555047,1174,0.02918542027088895
Accuracy Nudge,temperature_zero_2025-07-31,temperature_zero,Real8_3,0.21049897882506916,0.7012961116650049,0.6351694156558149,0.1678302300184205,1003,0.03157544889753363
idea evaluation,persona_summary_2025-08-01,persona_summary,rating13,0.21006003999998749,0.7414821124361158,0.720251471214365,0.0689977301097229,1174,0.02918542027088895
recommendation systems,GPT5_2025-08-11,GPT5,strategization_type1_Netflix,0.2099333345751929,0.5790816326530612,0.37255774868273606,0.8450212433561586,392,0.050507627227610534
infotainment news sharing,GPT5_2025-08-11,GPT5,Profile15,0.20988649162897732,0.7066666666666667,0.6985264524305994,0.9101691375809763,300,0.05773502691896257
idea evaluation,temperature_zero_2025-07-31,temperature_zero,rating14,0.2097450379016306,0.7563884156729132,0.6675568535924384,0.005702617469040365,1174,0.02918542027088895
idea evaluation,demographics_only_2025-07-31,demographics_only,rating16,0.20951210066427586,0.750212947189097,0.7004040987624826,0.1687277775914044,1174,0.02918542027088895
Defaults,gemini_2025-08-27,gemini,target_behavior_green,0.20924147154891126,0.605,0.9595547261751295,0.25013900473690126,600,0.040824829046386304
Defaults,demographics_only_2025-07-31,demographics_only,target_behavior_green,0.20915951586532552,0.6033333333333333,0.998753394288546,0.09338522843510985,600,0.040824829046386304
infotainment news sharing,persona_summary_2025-08-01,persona_summary,Profile14,0.2091209608734118,0.7652380952380953,0.5146565665428666,0.032152122161420986,300,0.05773502691896257
quantitative intuition,include_reasoning_temperature_zero_2025-08-20,include_reasoning_temperature_zero,I_org_mean,0.20910572582097886,0.8801545309481817,0.617183611664684,0.6926887082642698,1323,0.02749286996141075
Promiscuous donors,empty_persona_2025-07-22,empty_persona,rating_2_1,0.20868664305356685,0.7163120567375887,0.4605589499568626,0.35815475067645725,799,0.03537745688386125
Junk Fees,persona_summary_include_reasoning_temperature_zero_2025-08-21,persona_summary_include_reasoning_temperature_zero,fairness_average,0.20856693513519103,0.819375,0.6949516092218415,0.1927963294417093,400,0.05
hiring algorithms,include_reasoning_temperature_zero_2025-08-20,include_reasoning_temperature_zero,job2_item3,0.20853590165204652,0.853687020353687,0.4488256758648288,0.21852617598808288,999,0.03163859985841663
hiring algorithms,full_persona_without_reasoning_2025-07-03,full_persona_without_reasoning,job1_item4,0.20815564929113317,0.8333333333333334,0.510980926432034,0.34487063674034774,999,0.03163859985841663
infotainment news sharing,deepseek_2025-08-25,deepseek,Profile16,0.2080272208533201,0.7490476190476191,0.6325464995358094,0.3244884876697145,300,0.05773502691896257
hiring algorithms,include_reasoning_temperature_zero_2025-08-20,include_reasoning_temperature_zero,job2_item6,0.20745425658447791,0.8471805138471805,0.45766944580033186,0.1923618952578986,999,0.03163859985841663
recommendation systems,persona_summary_2025-08-01,persona_summary,usage_TikTok,0.20741152978136826,0.37713675213675213,0.8581352004310541,2.3380030117674457,234,0.06537204504606134
hiring algorithms,temperature_zero_2025-07-31,temperature_zero,job3_item1,0.20729781074890077,0.7320653987320653,0.742647347135624,0.35573780679765304,999,0.03163859985841663
infotainment news sharing,with_reasoning_2025-08-01,with_reasoning,Profile4,0.2072025918935892,0.7557142857142858,0.50232608415798,0.5756560767939612,300,0.05773502691896257
Targeting fairness,GPT5_2025-08-11,GPT5,fair1,0.20696503999064206,0.7829131652661064,0.3296066946012821,0.6961490136744497,357,0.05292561240249631
quantitative intuition,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,I_org_mean,0.20688734120864888,0.8949987402368355,0.5349048615547889,0.4776270020824707,1323,0.02749286996141075
infotainment news sharing,temperature_zero_2025-07-31,temperature_zero,Profile5,0.2068841244868826,0.7480952380952381,0.35160500651571713,0.44816290658449,300,0.05773502691896257
hiring algorithms,persona_summary_include_reasoning_temperature_zero_2025-08-21,persona_summary_include_reasoning_temperature_zero,Q13,0.2068644682769522,0.7615115115115115,0.8878263916590188,0.07724657683882395,999,0.03163859985841663
recommendation systems,empty_persona_2025-07-22,empty_persona,pref_control_TikTok,0.20655149075365098,0.5242165242165242,0.38292194176247735,2.1157894526690697,234,0.06537204504606134
infotainment news sharing,full_persona_without_reasoning_2025-06-20,full_persona_without_reasoning,Profile8,0.20637305882035883,0.8528571428571429,0.3879289462988978,0.14740412737335065,300,0.05773502691896257
infotainment news sharing,temperature_zero_2025-07-31,temperature_zero,Profile8,0.2061852373691583,0.849047619047619,0.36668500056836234,0.17820498980957314,300,0.05773502691896257
idea evaluation,persona_summary_2025-08-01,persona_summary,rating15,0.20603933610934594,0.7429727427597956,0.7063043341835722,0.15397556695143222,1174,0.02918542027088895
infotainment news sharing,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,Profile16,0.20571800085836908,0.7376190476190476,0.5129157843213361,0.4734340229935177,300,0.05773502691896257
idea evaluation,temperature_zero_2025-07-31,temperature_zero,rating10,0.2051791553306218,0.7506388415672913,0.6581555148664593,0.004965377005468114,1174,0.02918542027088895
hiring algorithms,GPT5_2025-08-11,GPT5,job1_item2,0.20511643477853714,0.7494160827494161,0.6323062343013868,0.3219251655831412,999,0.03163859985841663
idea evaluation,empty_persona_2025-07-22,empty_persona,rating18,0.20486728193037362,0.7370102214650767,0.731824207744914,0.17564924119040684,1174,0.02918542027088895
hiring algorithms,temperature_zero_2025-07-31,temperature_zero,job1_item7,0.20459388778278503,0.815648982315649,0.41791785807967713,0.4037238782220354,999,0.03163859985841663
hiring algorithms,gemini_2025-08-27,gemini,job1_item3,0.2045359142035887,0.8191524858191525,0.4789432466403176,0.21687937822631173,999,0.03163859985841663
hiring algorithms,full_persona_without_reasoning_2025-07-03,full_persona_without_reasoning,job3_item1,0.20453469594571785,0.7242242242242243,0.7856391049375163,0.36278748894455765,999,0.03163859985841663
Promiscuous donors,empty_persona_temperature_zero_2025-08-18,empty_persona_temperature_zero,rating_2_1,0.20435812582495816,0.7167292448894451,0.45201701840084096,0.33755799185161306,799,0.03537745688386125
Consumer Minimalism,gemini_2025-08-27,gemini,Q38,0.20433555015244678,0.6466666666666667,0.9887792063664061,0.5002788682457193,200,0.07071067811865475
hiring algorithms,GPT5_2025-08-11,GPT5,job2_item3,0.20429874145218416,0.8298298298298298,0.587562811035002,0.3044634362081154,999,0.03163859985841663
hiring algorithms,include_reasoning_temperature_zero_2025-08-20,include_reasoning_temperature_zero,job2_item5,0.20419351116419898,0.8640306973640307,0.4980052669032352,0.04663853463605894,999,0.03163859985841663
hiring algorithms,include_reasoning_temperature_zero_2025-08-20,include_reasoning_temperature_zero,job3_item1,0.20400812157854273,0.7292292292292293,0.8321823577405347,0.26192280591961314,999,0.03163859985841663
idea evaluation,demographics_only_2025-07-31,demographics_only,rating14,0.20383208778517067,0.7491482112436116,0.6803109262455198,0.21669946382353386,1174,0.02918542027088895
quantitative intuition,with_reasoning_2025-08-01,with_reasoning,I_org_mean,0.20342658983131,0.8754514151339549,0.5951433468086198,0.785623003787008,1323,0.02749286996141075
hiring algorithms,persona_summary_2025-08-01,persona_summary,Q13,0.20342325674864398,0.7715215215215215,0.7684342548719423,0.013960224729907898,999,0.03163859985841663
idea evaluation,persona_summary_2025-08-01,persona_summary,rating5,0.20308328679194185,0.7504258943781942,0.7570836880670784,0.076936833629873,1174,0.02918542027088895
infotainment news sharing,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,Profile6,0.2029236127775752,0.7219047619047618,0.7247505903783534,0.28937829424528655,300,0.05773502691896257
hiring algorithms,temperature_zero_2025-07-31,temperature_zero,job1_item5,0.20290604276225344,0.8221554888221555,0.4737344075657356,0.5413675957305228,999,0.03163859985841663
idea evaluation,with_reasoning_2025-08-01,with_reasoning,rating8,0.202850586627395,0.727427597955707,0.7702966724931184,0.1934900804598716,1174,0.02918542027088895
idea evaluation,deepseek_2025-08-25,deepseek,rating17,0.20273287016154173,0.7263628620102215,0.8398641703973165,0.09439112809788362,1174,0.02918542027088895
idea evaluation,demographics_only_temperature_zero_2025-08-18,demographics_only_temperature_zero,rating2,0.20253125131366545,0.7514906303236797,0.6578977822705336,0.1512466748366174,1174,0.02918542027088895
idea evaluation,temperature_zero_2025-07-31,temperature_zero,rating13,0.20247392909939024,0.7512776831345827,0.6623480344315879,0.08589513340190033,1174,0.02918542027088895
hiring algorithms,persona_summary_2025-08-01,persona_summary,job4_item2,0.20229959149290977,0.6923590256923591,0.6528663367434556,0.8448647083779806,999,0.03163859985841663
idea evaluation,demographics_only_2025-07-31,demographics_only,rating1,0.20212635247740485,0.7531942078364565,0.6585163162725037,0.18976333353627936,1174,0.02918542027088895
infotainment news sharing,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,Profile7,0.20204251625511277,0.7995238095238095,0.39004269313787004,0.1931990303670601,300,0.05773502691896257
idea evaluation,persona_summary_2025-08-01,persona_summary,rating10,0.20196103201532742,0.7470187393526406,0.7011379441352514,0.11491301069797946,1174,0.02918542027088895
hiring algorithms,demographics_only_temperature_zero_2025-08-18,demographics_only_temperature_zero,job4_item2,0.2019532293526261,0.7160493827160495,0.5149582061842372,0.70467423547532,999,0.03163859985841663
idea evaluation,temperature_zero_2025-07-31,temperature_zero,rating1,0.20163784915422464,0.7555366269165247,0.6581830018785172,0.028861343503616653,1174,0.02918542027088895
hiring algorithms,GPT5_2025-08-11,GPT5,job1_item4,0.20147557388844134,0.8183183183183184,0.6646727895363737,0.3608739145473244,999,0.03163859985841663
idea evaluation,persona_summary_include_reasoning_temperature_zero_2025-08-21,persona_summary_include_reasoning_temperature_zero,rating2,0.20138098155130715,0.7363713798977853,0.7706296141849638,0.20024207654425413,1174,0.02918542027088895
Consumer Minimalism,demographics_only_temperature_zero_2025-08-18,demographics_only_temperature_zero,Q38,0.20088734583558354,0.6866666666666668,0.8194695483929124,0.05558654091619108,200,0.07071067811865475
quantitative intuition,persona_summary_2025-08-01,persona_summary,I_org_mean,0.20083871073984583,0.9030192323843118,0.5087523150059403,0.2427001583818697,1323,0.02749286996141075
hiring algorithms,GPT5_2025-08-11,GPT5,job1_item1,0.20034259897751197,0.7480814147480814,0.4436120300762028,0.40828944585944604,999,0.03163859985841663
infotainment news sharing,GPT5_2025-08-11,GPT5,Profile4,0.20019990098224033,0.7885714285714286,0.5781073492237596,0.21177982758306257,300,0.05773502691896257
hiring algorithms,temperature_zero_2025-07-31,temperature_zero,job4_item1,0.19987129988873673,0.7359025692359026,0.6299725542871241,0.18455168731279922,999,0.03163859985841663
recommendation systems,with_reasoning_2025-08-01,with_reasoning,usage_TikTok,0.19970549173943436,0.4412393162393162,0.985090357296234,2.0750290350484364,234,0.06537204504606134
Junk Fees,GPT5_2025-08-11,GPT5,percent_correct,0.19961280744912607,0.5687499999999999,0.7128284019537123,2.0290425178440628,400,0.05
hiring algorithms,gemini_2025-08-27,gemini,job1_item7,0.1989961568509698,0.8219886553219886,0.5104103531781276,0.28314094294966946,999,0.03163859985841663
idea evaluation,empty_persona_2025-07-22,empty_persona,rating16,0.19865447727700075,0.7463798977853493,0.7480221063866097,0.15006002347490865,1174,0.02918542027088895
idea evaluation,temperature_zero_2025-07-31,temperature_zero,rating3,0.19864760936379147,0.7444633730834753,0.6846784998724826,0.0014250133372965266,1174,0.02918542027088895
idea evaluation,gemini_2025-08-27,gemini,rating3,0.19845282561976121,0.7482964224872232,0.5364527012327979,0.4232289611770959,1174,0.02918542027088895
recommendation systems,empty_persona_temperature_zero_2025-08-18,empty_persona_temperature_zero,algo_knowledge_TikTok,0.19842635246857707,0.905982905982906,0.21911535604349977,0.3158039335712864,234,0.06537204504606134
recommendation systems,GPT5_2025-08-11,GPT5,algo_knowledge_TikTok,0.19842635246857707,0.905982905982906,0.21911535604349977,0.3158039335712864,234,0.06537204504606134
recommendation systems,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,algo_knowledge_TikTok,0.19842635246857707,0.905982905982906,0.21911535604349977,0.3158039335712864,234,0.06537204504606134
recommendation systems,include_reasoning_temperature_zero_2025-08-20,include_reasoning_temperature_zero,algo_knowledge_TikTok,0.19842635246857707,0.905982905982906,0.21911535604349977,0.3158039335712864,234,0.06537204504606134
recommendation systems,persona_summary_include_reasoning_temperature_zero_2025-08-21,persona_summary_include_reasoning_temperature_zero,algo_knowledge_TikTok,0.19842635246857707,0.905982905982906,0.21911535604349977,0.3158039335712864,234,0.06537204504606134
recommendation systems,demographics_only_temperature_zero_2025-08-18,demographics_only_temperature_zero,algo_knowledge_TikTok,0.19842635246857707,0.905982905982906,0.21911535604349977,0.3158039335712864,234,0.06537204504606134
recommendation systems,with_reasoning_2025-08-01,with_reasoning,algo_knowledge_TikTok,0.19842635246857707,0.905982905982906,0.21911535604349977,0.3158039335712864,234,0.06537204504606134
recommendation systems,full_persona_without_reasoning_2025-07-22,full_persona_without_reasoning,algo_knowledge_TikTok,0.19842635246857707,0.905982905982906,0.21911535604349977,0.3158039335712864,234,0.06537204504606134
recommendation systems,persona_summary_2025-08-01,persona_summary,algo_knowledge_TikTok,0.19842635246857707,0.905982905982906,0.21911535604349977,0.3158039335712864,234,0.06537204504606134
recommendation systems,demographics_only_2025-07-31,demographics_only,algo_knowledge_TikTok,0.19842635246857707,0.905982905982906,0.21911535604349977,0.3158039335712864,234,0.06537204504606134
recommendation systems,temperature_zero_2025-07-31,temperature_zero,algo_knowledge_TikTok,0.19842635246857707,0.905982905982906,0.21911535604349977,0.3158039335712864,234,0.06537204504606134
recommendation systems,persona_summary_temperature_zero_2025-08-17,persona_summary_temperature_zero,algo_knowledge_TikTok,0.19842635246857707,0.905982905982906,0.21911535604349977,0.3158039335712864,234,0.06537204504606134
recommendation systems,empty_persona_2025-07-22,empty_persona,algo_knowledge_TikTok,0.19842635246857707,0.905982905982906,0.21911535604349977,0.3158039335712864,234,0.06537204504606134
idea evaluation,demographics_only_temperature_zero_2025-08-18,demographics_only_temperature_zero,rating4,0.19829566622076272,0.7514906303236797,0.6963277391785516,0.17694346443158154,1174,0.02918542027088895
idea evaluation,persona_summary_include_reasoning_2025-08-21,persona_summary_include_reasoning,rating3,0.19827757579270056,0.74190800681431,0.7962471627052456,0.23940224066583207,1174,0.02918542027088895
idea evaluation,persona_summary_2025-08-01,persona_summary,rating14,0.19806235951514137,0.7508517887563884,0.7351322152521288,0.17250417843847093,1174,0.02918542027088895
Digital certificates for luxury consumption,persona_summary_include_reasoning_temperature_zero_2025-08-21,persona_summary_include_reasoning_temperature_zero,log_WTP,0.19802586346732737,,0.31726015379031425,1.357117659759678,600,0.040824829046386304
hiring algorithms,full_persona_without_reasoning_2025-07-03,full_persona_without_reasoning,job1_item5,0.19799215957536928,0.821654988321655,0.5144897834353652,0.5405217088621943,999,0.03163859985841663
idea evaluation,include_reasoning_temperature_zero_2025-08-20,include_reasoning_temperature_zero,rating6,0.1976241619885309,0.7327512776831346,0.815554400505678,0.13919796200652015,1174,0.02918542027088895
infotainment news sharing,persona_summary_temperature_zero_2025-08-17,persona_summary_temperature_zero,Profile5,0.19735100431141306,0.7595238095238095,0.42925882187776887,0.2067172078341745,300,0.05773502691896257
