StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10,Q29_11,Q29_12,Q29_DO_1,Q29_DO_2,Q29_DO_3,Q29_DO_4,Q29_DO_5,Q29_DO_6,Q29_DO_7,Q29_DO_8,Q29_DO_9,Q29_DO_10,Q29_DO_11,Q29_DO_12,Q33,Q35,Q38,Q26,order,FL_15_DO_FL_16,FL_15_DO_FL_17,FL_13_DO_apartmentpref,FL_13_DO_wardrobe,FL_13_DO_bedroom,FL_13_DO_homeoffice,FL_22_DO_apartmentpref,FL_22_DO_wardrobe,FL_22_DO_bedroom,FL_22_DO_homeoffice,MinScale_DO_Q29,TWIN_ID
6/12/2025 17:59,6/12/2025 18:01,100,93,1,6/12/2025 18:01,6,6,6,6,5,5,5,6,6,6,6,6,12,10,11,5,7,8,2,1,9,6,3,4,5,7,4,6,1,1,,4,3,2,1,,,,,1,638
6/12/2025 17:51,6/12/2025 17:53,100,131,1,6/12/2025 17:53,4,6,6,5,3,4,2,4,5,5,5,5,12,9,3,1,11,7,4,5,10,8,2,6,3,3,2,2,2,,1,,,,,1,3,2,4,1,648
6/12/2025 17:57,6/12/2025 18:00,100,180,1,6/12/2025 18:00,5,6,6,5,4,4,6,5,7,7,7,5,1,10,11,7,8,5,3,2,9,6,12,4,3,3,3,3,1,1,,1,3,4,2,,,,,1,649
6/12/2025 17:57,6/12/2025 17:58,100,89,1,6/12/2025 17:58,3,5,5,4,4,2,3,4,5,5,5,3,12,4,2,1,11,7,10,5,9,8,6,3,5,3,2,2,2,,1,,,,,1,3,2,4,1,652
6/12/2025 18:11,6/12/2025 18:15,100,222,1,6/12/2025 18:15,7,6,6,6,5,5,6,7,7,7,6,7,12,1,3,11,10,6,8,2,5,7,9,4,5,6,7,6,1,1,,3,4,2,1,,,,,1,654
6/12/2025 17:54,6/12/2025 18:02,100,483,1,6/12/2025 18:02,5,7,6,5,1,1,2,2,6,6,6,6,5,12,6,3,11,10,7,2,1,4,8,9,1,3,1,1,2,,1,,,,,4,2,1,3,1,684
6/12/2025 18:00,6/12/2025 18:01,100,80,1,6/12/2025 18:01,6,7,7,6,2,3,4,4,5,7,4,3,4,1,3,12,6,11,10,7,8,2,9,5,3,5,2,6,2,,1,,,,,4,2,1,3,1,696
6/12/2025 17:58,6/12/2025 18:00,100,137,1,6/12/2025 18:00,7,7,7,7,6,5,6,6,7,7,7,7,8,9,12,7,5,2,11,4,6,1,3,10,7,7,7,6,2,,1,,,,,2,3,4,1,1,697
6/12/2025 17:52,6/12/2025 17:54,100,119,1,6/12/2025 17:54,6,6,6,6,6,6,6,6,6,6,6,4,10,1,11,9,12,2,4,7,5,8,3,6,7,7,7,7,2,,1,,,,,3,4,1,2,1,702
6/12/2025 18:03,6/12/2025 18:05,100,117,1,6/12/2025 18:05,6,2,6,5,5,6,5,6,6,6,6,5,5,4,1,12,11,2,6,7,9,10,3,8,3,7,5,4,2,,1,,,,,2,3,1,4,1,710
6/12/2025 17:51,6/12/2025 17:55,100,202,1,6/12/2025 17:55,5,5,7,6,5,6,5,5,6,6,6,5,4,1,11,6,2,3,5,7,10,9,12,8,3,3,4,3,1,1,,2,3,1,4,,,,,1,711
6/12/2025 17:52,6/12/2025 17:54,100,131,1,6/12/2025 17:54,6,7,6,3,5,6,5,7,6,6,6,5,7,2,5,3,10,11,6,12,9,8,1,4,5,7,6,6,2,,1,,,,,3,1,4,2,1,714
6/12/2025 17:53,6/12/2025 17:55,100,128,1,6/12/2025 17:55,6,7,7,7,4,4,4,4,7,7,7,7,5,8,2,3,4,6,10,9,12,7,1,11,5,5,3,3,2,,1,,,,,2,3,4,1,1,722
6/12/2025 17:50,6/12/2025 17:52,100,136,1,6/12/2025 17:52,5,6,6,6,2,5,6,7,6,6,6,6,9,10,12,11,1,6,8,4,3,7,2,5,5,6,6,6,1,1,,1,2,4,3,,,,,1,732
6/12/2025 17:56,6/12/2025 17:58,100,122,1,6/12/2025 17:58,4,2,2,2,4,2,2,3,3,2,3,2,2,10,9,7,6,1,3,8,11,5,12,4,1,5,3,5,1,1,,4,1,2,3,,,,,1,748
6/12/2025 18:11,6/12/2025 18:13,100,143,1,6/12/2025 18:13,3,3,2,4,6,5,5,5,6,6,6,5,8,9,6,4,11,1,7,5,2,12,3,10,7,6,5,2,1,1,,4,3,1,2,,,,,1,753
6/12/2025 17:52,6/12/2025 17:53,100,90,1,6/12/2025 17:53,5,4,4,5,4,4,3,5,5,5,5,5,6,11,7,9,5,10,12,4,8,2,3,1,2,5,4,3,2,,1,,,,,1,2,4,3,1,769
6/12/2025 17:54,6/12/2025 17:55,100,106,1,6/12/2025 17:55,5,4,2,4,4,3,2,5,4,4,5,4,4,3,9,11,7,8,1,10,5,6,2,12,1,5,6,5,2,,1,,,,,4,1,3,2,1,816
6/12/2025 17:50,6/12/2025 17:55,100,319,1,6/12/2025 17:55,4,5,3,5,5,5,5,6,5,6,6,5,8,10,4,3,2,1,11,6,12,5,7,9,5,3,5,3,2,,1,,,,,1,2,3,4,1,821
6/12/2025 17:59,6/12/2025 18:00,100,64,1,6/12/2025 18:00,5,5,6,6,6,5,6,5,6,6,5,5,2,9,10,7,6,1,3,5,8,11,4,12,6,2,6,2,1,1,,1,3,2,4,,,,,1,822
6/12/2025 18:00,6/12/2025 18:07,100,412,1,6/12/2025 18:07,7,7,7,7,7,7,7,7,7,7,7,7,10,9,2,1,11,5,6,12,7,3,8,4,1,1,1,1,2,,1,,,,,2,1,4,3,1,834
6/12/2025 18:16,6/12/2025 18:19,100,179,1,6/12/2025 18:19,6,6,6,6,5,6,6,6,5,5,6,5,8,3,2,9,1,6,4,7,12,5,10,11,6,5,6,3,2,,1,,,,,4,3,1,2,1,851
6/12/2025 17:52,6/12/2025 17:55,100,165,1,6/12/2025 17:55,4,4,3,4,4,6,6,4,6,6,6,6,8,10,6,5,7,9,2,3,11,4,12,1,7,3,3,2,1,1,,4,1,2,3,,,,,1,856
6/12/2025 18:03,6/12/2025 18:05,100,104,1,6/12/2025 18:05,6,5,4,5,5,5,3,5,5,5,4,4,2,11,5,8,3,7,4,12,1,9,6,10,5,2,5,4,1,1,,3,2,1,4,,,,,1,862
6/12/2025 17:57,6/12/2025 18:02,100,290,1,6/12/2025 18:02,5,5,6,6,5,5,5,5,5,6,5,6,10,3,7,9,8,4,5,11,1,12,6,2,4,4,5,3,2,,1,,,,,3,2,1,4,1,864
6/12/2025 17:53,6/12/2025 17:56,100,207,1,6/12/2025 17:56,6,7,6,6,5,5,6,6,7,6,6,6,9,10,3,2,4,6,1,8,5,12,7,11,6,7,6,6,1,1,,4,2,1,3,,,,,1,883
6/12/2025 18:17,6/12/2025 18:19,100,121,1,6/12/2025 18:19,6,5,6,6,6,7,6,6,5,6,5,5,8,9,2,12,5,1,3,11,7,10,4,6,7,7,1,3,2,,1,,,,,4,3,2,1,1,886
6/12/2025 17:55,6/12/2025 18:00,100,274,1,6/12/2025 18:00,1,2,2,2,2,2,1,4,3,6,6,6,4,1,6,2,11,10,3,9,7,12,8,5,6,1,2,6,1,1,,1,4,3,2,,,,,1,891
6/12/2025 17:50,6/12/2025 17:53,100,142,1,6/12/2025 17:53,1,1,1,1,1,1,1,1,7,7,7,5,12,10,7,6,2,8,3,9,11,1,5,4,1,1,1,1,1,1,,1,2,3,4,,,,,1,912
6/12/2025 18:07,6/12/2025 18:11,100,233,1,6/12/2025 18:11,4,5,6,5,2,4,2,3,6,6,7,7,6,2,7,1,10,8,4,5,3,9,11,12,5,5,6,1,1,1,,3,4,2,1,,,,,1,931
6/12/2025 17:53,6/12/2025 17:59,100,370,1,6/12/2025 17:59,4,5,3,4,4,6,5,7,5,5,4,4,2,12,5,7,9,6,3,1,10,8,4,11,5,3,5,2,1,1,,2,4,1,3,,,,,1,932
6/12/2025 17:53,6/12/2025 18:01,100,507,1,6/12/2025 18:01,4,5,5,5,4,4,3,5,6,6,6,5,11,9,3,5,8,7,10,6,2,12,4,1,3,3,7,4,2,,1,,,,,4,3,2,1,1,947
6/12/2025 17:52,6/12/2025 17:55,100,190,1,6/12/2025 17:55,1,5,3,5,2,1,3,7,6,7,6,5,10,12,4,1,2,6,9,7,3,8,11,5,6,1,3,6,1,1,,4,3,1,2,,,,,1,966
6/12/2025 18:01,6/12/2025 18:04,100,160,1,6/12/2025 18:04,6,6,7,5,6,7,6,7,6,7,6,4,10,11,6,7,1,5,3,12,9,2,8,4,7,7,6,1,2,,1,,,,,2,4,1,3,1,981
6/12/2025 18:06,6/12/2025 18:07,100,73,1,6/12/2025 18:07,5,5,5,5,5,5,5,5,4,5,3,3,8,1,11,2,12,3,6,10,5,9,4,7,5,6,6,6,2,,1,,,,,1,4,3,2,1,982
6/12/2025 18:01,6/12/2025 18:05,100,245,1,6/12/2025 18:05,5,5,5,4,4,5,3,5,5,5,5,4,2,11,8,12,6,1,3,5,7,9,10,4,5,6,5,4,1,1,,4,2,3,1,,,,,1,995
6/12/2025 17:49,6/12/2025 17:50,100,78,1,6/12/2025 17:50,4,5,5,6,5,4,5,5,6,5,6,4,11,8,1,12,9,4,7,5,3,2,6,10,3,6,4,3,2,,1,,,,,3,1,4,2,1,1012
6/12/2025 17:52,6/12/2025 17:54,100,118,1,6/12/2025 17:54,6,5,5,5,3,5,4,6,6,5,5,4,12,11,3,5,1,2,9,7,6,4,8,10,7,6,6,6,1,1,,3,4,2,1,,,,,1,1031
6/12/2025 17:56,6/12/2025 17:58,100,152,1,6/12/2025 17:58,4,6,5,5,5,6,5,5,6,6,7,7,8,3,11,2,7,9,4,6,5,1,10,12,7,7,6,7,2,,1,,,,,1,2,4,3,1,1035
6/12/2025 17:51,6/12/2025 17:52,100,64,1,6/12/2025 17:52,7,6,7,7,6,5,6,6,6,6,6,6,8,4,7,9,12,1,5,11,10,6,3,2,7,7,7,7,1,1,,4,1,3,2,,,,,1,1040
6/12/2025 17:54,6/12/2025 17:57,100,180,1,6/12/2025 17:57,7,6,6,5,7,5,6,7,6,6,5,6,7,5,8,3,2,4,12,11,6,1,10,9,7,7,7,7,2,,1,,,,,2,3,1,4,1,1052
6/12/2025 17:52,6/12/2025 17:53,100,62,1,6/12/2025 17:53,1,1,1,1,1,4,1,1,6,7,7,6,6,8,7,5,4,3,9,12,11,2,1,10,1,2,1,1,2,,1,,,,,3,1,4,2,1,1057
6/12/2025 18:16,6/12/2025 18:20,100,278,1,6/12/2025 18:20,3,2,2,3,5,4,4,4,5,4,4,3,3,1,7,11,9,4,8,5,2,12,6,10,5,6,4,6,1,1,,4,3,2,1,,,,,1,1089
6/12/2025 18:06,6/12/2025 18:08,100,135,1,6/12/2025 18:08,6,3,2,6,5,6,2,5,6,4,3,5,10,11,4,9,3,6,1,2,8,5,12,7,1,7,1,1,1,1,,1,3,4,2,,,,,1,1090
6/12/2025 17:56,6/12/2025 18:00,100,192,1,6/12/2025 18:00,3,3,2,3,4,4,3,4,6,4,5,5,12,1,8,7,5,2,9,11,3,4,6,10,2,5,3,4,2,,1,,,,,3,2,4,1,1,1108
6/12/2025 17:50,6/12/2025 17:51,100,104,1,6/12/2025 17:51,7,1,1,1,5,4,2,6,5,1,4,4,10,5,9,3,11,6,12,2,8,7,4,1,7,7,7,7,2,,1,,,,,3,2,1,4,1,1109
6/12/2025 17:57,6/12/2025 18:00,100,212,1,6/12/2025 18:00,6,4,2,2,6,3,2,6,2,5,3,2,11,10,3,4,5,2,9,8,6,12,7,1,7,7,7,6,2,,1,,,,,4,3,2,1,1,1112
6/12/2025 18:04,6/12/2025 18:08,100,226,1,6/12/2025 18:08,5,5,4,2,3,3,2,6,5,5,3,4,11,2,10,4,9,12,5,1,6,3,8,7,2,3,1,2,2,,1,,,,,1,4,3,2,1,1133
6/12/2025 18:19,6/12/2025 18:22,100,180,1,6/12/2025 18:22,6,5,5,6,6,5,5,6,6,5,5,5,6,2,11,9,4,12,10,5,8,1,7,3,7,7,7,7,1,1,,3,1,4,2,,,,,1,1137
6/12/2025 17:51,6/12/2025 17:53,100,124,1,6/12/2025 17:53,6,6,6,6,6,7,4,6,6,6,6,5,2,8,7,12,9,3,6,5,1,11,4,10,6,7,2,6,1,1,,4,1,3,2,,,,,1,1139
6/12/2025 18:01,6/12/2025 18:03,100,111,1,6/12/2025 18:03,5,3,2,2,5,5,2,5,4,2,3,3,9,6,10,5,12,11,3,2,7,4,1,8,3,6,4,3,2,,1,,,,,1,3,4,2,1,1143
6/12/2025 17:59,6/12/2025 18:01,100,95,1,6/12/2025 18:01,1,1,1,5,1,1,1,3,7,6,6,7,12,3,11,5,6,1,8,10,4,2,7,9,1,2,1,1,1,1,,4,1,3,2,,,,,1,1167
6/12/2025 18:07,6/12/2025 18:11,100,237,1,6/12/2025 18:11,5,6,5,6,4,4,4,5,6,5,6,4,12,5,4,1,9,11,10,3,6,7,2,8,7,5,7,6,2,,1,,,,,2,3,4,1,1,1172
6/12/2025 17:51,6/12/2025 17:53,100,128,1,6/12/2025 17:53,6,7,7,7,7,7,7,7,7,7,7,5,10,7,9,5,8,4,2,12,1,3,6,11,7,7,6,6,1,1,,4,3,2,1,,,,,1,1183
6/12/2025 17:56,6/12/2025 17:56,100,56,1,6/12/2025 17:56,7,7,7,7,6,5,5,7,6,7,6,6,2,10,12,3,11,7,8,5,4,9,6,1,7,7,7,7,2,,1,,,,,4,1,2,3,1,1184
6/12/2025 18:05,6/12/2025 18:06,100,79,1,6/12/2025 18:06,4,5,4,5,4,4,4,4,5,5,5,4,2,4,10,5,1,11,8,3,6,9,7,12,5,4,4,5,1,1,,3,2,4,1,,,,,1,1189
6/12/2025 18:08,6/12/2025 18:11,100,183,1,6/12/2025 18:11,5,5,5,5,5,5,5,6,6,6,6,6,6,11,5,7,4,8,10,1,12,9,2,3,5,7,3,5,2,,1,,,,,2,3,4,1,1,1190
6/12/2025 17:55,6/12/2025 18:03,100,440,1,6/12/2025 18:03,3,3,5,1,6,6,7,6,5,7,7,7,5,4,2,9,3,12,7,8,10,6,1,11,7,7,7,7,2,,1,,,,,1,4,2,3,1,1218
6/12/2025 17:51,6/12/2025 17:54,100,183,1,6/12/2025 17:54,3,5,5,3,2,3,3,4,6,6,5,5,8,11,5,7,9,2,1,10,4,3,6,12,5,5,5,7,1,1,,1,4,3,2,,,,,1,1225
6/12/2025 17:51,6/12/2025 17:53,100,114,1,6/12/2025 17:53,7,7,7,6,5,5,7,6,6,5,3,2,1,6,9,3,7,11,4,2,8,12,10,5,5,7,6,7,1,1,,4,2,3,1,,,,,1,1227
6/12/2025 18:04,6/12/2025 18:07,100,152,1,6/12/2025 18:07,6,6,4,2,4,5,4,3,3,3,4,2,10,1,12,5,2,4,3,11,7,8,9,6,1,6,7,1,1,1,,3,4,1,2,,,,,1,1238
6/12/2025 17:53,6/12/2025 17:54,100,95,1,6/12/2025 17:54,3,4,4,2,4,3,5,6,5,5,5,2,12,7,8,11,9,6,2,4,10,3,1,5,6,2,5,5,2,,1,,,,,4,1,3,2,1,1239
6/12/2025 17:52,6/12/2025 17:54,100,78,1,6/12/2025 17:54,4,4,6,2,6,6,6,7,5,5,4,5,6,9,4,5,7,2,3,10,1,11,12,8,6,6,6,6,2,,1,,,,,4,1,2,3,1,1247
6/12/2025 17:59,6/12/2025 18:00,100,106,1,6/12/2025 18:00,3,4,4,3,3,3,3,3,5,5,5,5,4,12,9,7,5,10,3,8,1,11,2,6,2,7,6,3,2,,1,,,,,2,4,1,3,1,1255
6/12/2025 18:00,6/12/2025 18:01,100,71,1,6/12/2025 18:01,7,7,7,7,7,7,6,7,7,7,7,7,11,3,9,1,4,6,8,12,7,10,2,5,7,7,7,7,1,1,,2,1,3,4,,,,,1,1260
6/12/2025 17:59,6/12/2025 18:08,100,518,1,6/12/2025 18:08,7,7,7,4,4,5,4,5,7,7,7,6,9,4,2,11,6,5,3,1,12,8,10,7,7,6,6,4,1,1,,3,4,2,1,,,,,1,1303
6/12/2025 18:03,6/12/2025 18:06,100,172,1,6/12/2025 18:06,5,6,5,6,3,4,4,4,6,6,4,6,5,10,6,11,4,9,3,1,12,8,2,7,3,3,3,2,1,1,,2,1,3,4,,,,,1,1322
6/12/2025 17:59,6/12/2025 18:01,100,132,1,6/12/2025 18:01,2,2,2,2,5,3,2,5,2,2,2,2,12,2,3,1,9,6,11,4,8,10,7,5,2,6,1,1,2,,1,,,,,4,1,2,3,1,1331
6/12/2025 17:55,6/12/2025 17:58,100,173,1,6/12/2025 17:58,5,5,5,5,6,5,6,6,6,6,6,6,11,1,4,10,5,12,8,3,9,2,7,6,6,7,4,3,1,1,,2,1,3,4,,,,,1,1363
6/12/2025 17:53,6/12/2025 17:55,100,133,1,6/12/2025 17:55,2,4,2,2,2,3,3,5,5,4,3,2,9,6,3,4,1,7,8,5,12,11,2,10,3,3,2,2,1,1,,2,1,3,4,,,,,1,1366
6/12/2025 17:59,6/12/2025 18:02,100,184,1,6/12/2025 18:02,6,7,7,7,5,5,5,6,7,6,6,3,6,7,3,1,10,8,4,12,11,5,2,9,7,7,5,7,1,1,,4,3,1,2,,,,,1,1374
6/12/2025 17:57,6/12/2025 18:02,100,302,1,6/12/2025 18:02,7,6,6,6,4,4,3,5,5,6,5,4,9,8,3,5,6,4,7,12,2,1,10,11,5,3,3,4,1,1,,3,1,4,2,,,,,1,1389
6/12/2025 17:57,6/12/2025 17:59,100,144,1,6/12/2025 17:59,6,6,6,6,3,3,3,4,7,7,6,6,6,4,11,3,9,12,10,1,8,5,2,7,3,3,1,1,1,1,,2,3,4,1,,,,,1,1390
6/12/2025 17:53,6/12/2025 17:56,100,180,1,6/12/2025 17:56,4,4,4,4,4,4,4,4,4,4,4,4,9,1,11,6,10,7,3,12,8,5,4,2,4,4,4,4,2,,1,,,,,2,4,3,1,1,1396
6/12/2025 17:56,6/12/2025 18:00,100,201,1,6/12/2025 18:00,7,7,7,7,7,7,7,7,7,7,7,4,9,11,6,12,10,4,8,2,3,1,5,7,7,7,7,7,2,,1,,,,,2,1,3,4,1,1401
6/12/2025 17:52,6/12/2025 17:54,100,104,1,6/12/2025 17:54,2,2,3,1,1,2,1,3,4,4,3,4,4,10,7,5,2,9,11,1,3,6,8,12,3,2,1,2,1,1,,2,1,3,4,,,,,1,1403
6/12/2025 17:51,6/12/2025 17:53,100,94,1,6/12/2025 17:53,5,5,6,6,4,3,5,5,5,6,6,5,8,10,1,9,5,11,2,3,7,12,4,6,2,2,2,2,2,,1,,,,,2,1,4,3,1,1405
6/12/2025 17:57,6/12/2025 17:59,100,113,1,6/12/2025 17:59,5,5,5,5,4,5,4,5,6,6,6,6,8,9,10,12,3,1,11,2,5,6,7,4,5,3,5,5,1,1,,4,2,3,1,,,,,1,1420
6/12/2025 17:53,6/12/2025 18:06,100,737,1,6/12/2025 18:06,2,4,4,4,4,3,4,3,5,4,5,3,9,4,2,8,12,6,3,7,5,11,1,10,6,6,6,6,1,1,,3,2,4,1,,,,,1,1433
6/12/2025 17:49,6/12/2025 17:51,100,99,1,6/12/2025 17:51,3,4,3,4,4,2,3,3,3,3,2,3,6,5,2,1,7,10,3,11,8,4,9,12,2,6,6,3,2,,1,,,,,4,1,2,3,1,1448
6/12/2025 18:01,6/12/2025 18:07,100,364,1,6/12/2025 18:07,4,6,6,4,3,3,3,4,7,7,7,7,5,4,6,9,2,1,12,7,3,10,8,11,7,3,7,7,1,1,,4,1,3,2,,,,,1,1456
6/12/2025 17:56,6/12/2025 17:58,100,88,1,6/12/2025 17:58,7,7,7,7,7,7,7,7,7,7,7,7,12,1,7,5,6,8,11,10,2,4,9,3,7,7,7,7,2,,1,,,,,1,3,4,2,1,1470
6/12/2025 17:54,6/12/2025 17:56,100,101,1,6/12/2025 17:56,3,3,6,1,3,3,2,4,3,5,3,2,8,11,6,2,7,3,10,12,5,4,9,1,1,3,2,2,1,1,,3,4,2,1,,,,,1,1477
6/12/2025 17:56,6/12/2025 18:01,100,322,1,6/12/2025 18:01,6,5,6,4,6,7,6,4,6,5,6,6,11,8,3,1,10,6,4,5,2,9,12,7,7,7,2,7,1,1,,1,4,3,2,,,,,1,1490
6/12/2025 18:12,6/12/2025 18:14,100,106,1,6/12/2025 18:14,5,6,6,4,3,5,5,6,5,7,5,5,8,7,6,9,10,12,3,2,11,5,4,1,6,7,7,6,1,1,,1,4,3,2,,,,,1,1499
6/12/2025 18:01,6/12/2025 18:04,100,137,1,6/12/2025 18:04,6,7,7,6,6,5,5,7,7,7,6,5,2,5,6,10,9,7,12,4,1,11,8,3,7,7,7,7,1,1,,4,1,2,3,,,,,1,1504
6/12/2025 17:51,6/12/2025 17:53,100,143,1,6/12/2025 17:53,4,4,4,4,4,5,4,4,4,4,4,4,2,7,10,3,9,6,8,1,4,12,11,5,5,3,4,5,1,1,,1,3,4,2,,,,,1,1508
6/12/2025 17:52,6/12/2025 18:00,100,510,1,6/12/2025 18:00,4,6,5,3,2,4,1,4,6,6,6,6,11,8,6,10,1,4,7,5,12,3,9,2,2,2,3,3,2,,1,,,,,1,3,2,4,1,1515
6/12/2025 17:54,6/12/2025 17:57,100,144,1,6/12/2025 17:57,5,6,5,5,4,5,5,6,5,5,5,5,12,9,6,3,2,4,7,5,8,11,10,1,2,6,6,3,2,,1,,,,,2,4,1,3,1,1522
6/12/2025 18:00,6/12/2025 18:03,100,172,1,6/12/2025 18:03,1,4,3,4,5,1,2,4,4,4,4,1,3,9,1,8,4,10,5,6,2,12,11,7,1,7,3,4,2,,1,,,,,3,1,4,2,1,1532
6/12/2025 17:51,6/12/2025 17:57,100,337,1,6/12/2025 17:57,7,2,5,2,6,7,5,7,7,7,6,6,1,2,7,11,6,5,9,8,4,3,10,12,7,7,7,7,2,,1,,,,,1,4,2,3,1,1547
6/12/2025 17:57,6/12/2025 18:12,100,933,1,6/12/2025 18:12,4,4,3,5,4,4,4,6,5,6,7,4,8,12,1,2,10,9,5,7,11,6,3,4,6,3,6,4,2,,1,,,,,2,4,1,3,1,1583
6/12/2025 17:55,6/12/2025 17:57,100,135,1,6/12/2025 17:57,4,2,3,3,5,5,3,6,4,4,2,4,10,6,12,11,2,3,1,8,4,9,7,5,6,6,6,6,2,,1,,,,,1,3,4,2,1,1585
6/12/2025 17:48,6/12/2025 17:51,100,164,1,6/12/2025 17:51,3,5,5,3,3,3,3,3,6,5,5,3,11,4,2,1,6,12,3,7,10,9,8,5,1,7,1,1,1,1,,1,3,4,2,,,,,1,1641
6/12/2025 17:55,6/12/2025 17:57,100,111,1,6/12/2025 17:57,5,1,2,2,5,2,2,2,6,5,6,5,7,3,10,8,6,12,2,1,5,11,9,4,3,1,5,1,2,,1,,,,,3,4,2,1,1,1663
6/12/2025 17:57,6/12/2025 18:06,100,535,1,6/12/2025 18:06,4,6,5,4,5,5,5,6,5,4,3,4,8,5,12,10,6,3,4,9,1,7,11,2,4,2,3,5,2,,1,,,,,3,4,1,2,1,1669
6/12/2025 17:53,6/12/2025 17:54,100,82,1,6/12/2025 17:54,1,1,1,1,1,1,2,1,1,1,5,1,10,4,11,8,3,5,1,6,12,7,2,9,1,1,1,1,2,,1,,,,,2,3,4,1,1,1681
6/12/2025 17:52,6/12/2025 17:54,100,109,1,6/12/2025 17:54,6,4,4,3,6,5,6,5,6,6,6,6,9,7,8,1,11,10,5,6,3,12,4,2,7,7,4,6,2,,1,,,,,3,2,1,4,1,1686
6/12/2025 17:54,6/12/2025 17:56,100,109,1,6/12/2025 17:56,4,4,4,4,1,1,1,4,7,7,7,7,2,5,11,8,9,6,10,4,1,3,12,7,1,1,1,1,2,,1,,,,,2,3,1,4,1,1688
6/12/2025 18:07,6/12/2025 18:10,100,153,1,6/12/2025 18:10,5,5,6,4,1,1,2,2,5,5,5,3,10,5,8,11,1,2,7,12,9,3,6,4,1,1,1,1,2,,1,,,,,1,2,4,3,1,1716
6/12/2025 17:58,6/12/2025 17:59,100,92,1,6/12/2025 17:59,7,5,5,5,4,5,6,6,7,7,7,7,9,7,6,5,11,12,2,1,10,3,8,4,6,7,6,2,2,,1,,,,,4,3,2,1,1,1729
6/12/2025 17:56,6/12/2025 17:58,100,129,1,6/12/2025 17:58,5,5,5,5,3,3,3,3,5,5,5,5,10,3,5,9,7,4,6,11,8,12,2,1,1,7,1,1,1,1,,1,4,3,2,,,,,1,1735
6/12/2025 18:12,6/12/2025 18:20,100,437,1,6/12/2025 18:20,5,5,4,6,6,7,6,6,6,6,6,6,2,8,12,1,9,5,11,10,4,7,6,3,5,2,4,3,2,,1,,,,,1,4,3,2,1,1749
6/12/2025 17:50,6/12/2025 17:53,100,193,1,6/12/2025 17:53,6,6,6,6,2,2,2,7,7,7,7,7,5,6,4,7,2,10,12,1,8,9,11,3,7,7,7,7,1,1,,4,2,1,3,,,,,1,1768
6/12/2025 17:52,6/12/2025 17:56,100,231,1,6/12/2025 17:56,3,5,5,3,5,3,3,5,7,7,7,7,5,4,10,1,11,12,3,8,9,7,2,6,3,3,6,1,2,,1,,,,,3,4,2,1,1,1776
6/12/2025 18:03,6/12/2025 18:05,100,127,1,6/12/2025 18:05,7,7,7,4,6,7,7,7,6,6,6,6,12,7,1,11,6,4,5,10,9,2,3,8,7,4,7,7,2,,1,,,,,2,1,3,4,1,1798
6/12/2025 17:57,6/12/2025 17:59,100,126,1,6/12/2025 17:59,4,4,3,3,4,3,2,4,5,4,4,4,5,3,9,1,7,12,2,4,6,10,8,11,7,7,4,4,1,1,,4,2,3,1,,,,,1,1864
6/12/2025 18:16,6/12/2025 18:17,100,86,1,6/12/2025 18:17,4,4,2,4,2,2,2,2,6,5,5,5,12,8,11,2,7,3,1,4,9,10,5,6,6,1,1,5,1,1,,3,1,2,4,,,,,1,1915
6/12/2025 17:57,6/12/2025 17:58,100,63,1,6/12/2025 17:58,6,6,5,5,5,4,4,4,7,5,5,5,12,11,1,4,9,2,7,6,10,8,5,3,3,1,2,1,2,,1,,,,,3,4,1,2,1,1946
6/12/2025 18:01,6/12/2025 18:02,100,83,1,6/12/2025 18:02,6,5,5,5,6,6,6,6,5,5,6,5,12,10,8,7,6,9,4,5,11,1,3,2,7,7,7,7,2,,1,,,,,1,3,2,4,1,1970
6/12/2025 17:53,6/12/2025 17:54,100,84,1,6/12/2025 17:54,2,1,1,1,1,1,2,4,1,1,1,1,5,12,6,3,8,11,1,4,10,7,2,9,2,2,2,1,1,1,,4,3,2,1,,,,,1,2027
6/12/2025 18:14,6/12/2025 18:17,100,152,1,6/12/2025 18:17,2,3,2,5,1,2,1,2,3,3,2,2,7,8,5,9,11,3,1,2,6,12,10,4,1,6,2,5,1,1,,2,1,3,4,,,,,1,2055
